hive	time	value
R28	1569456000000	38.468
R28	1569369600000	42.873
R28	1569283200000	46.493
R28	1569196800000	49.518
R28	1569110400000	52.114
R28	1569024000000	51.555
R28	1568937600000	49.827
R28	1568851200000	48.269
R28	1568764800000	45.223
R28	1568678400000	42.832
R28	1568592000000	41.581
R28	1568505600000	39.652
R28	1568419200000	39.18
R28	1568332800000	37.62
R28	1568246400000	38.294
R28	1568160000000	40.469
R28	1568073600000	41.938
R28	1567987200000	43.676
R28	1567900800000	47.68
R28	1567814400000	51.557
R28	1567728000000	56.108
R28	1567641600000	58.864
R28	1567555200000	60.613
R28	1567468800000	62.41
R28	1567382400000	63.817
R28	1567296000000	62.974
R28	1567209600000	61.052
R28	1567123200000	58.122
R28	1567036800000	54.941
R28	1566950400000	51.903
R28	1566864000000	49.453
R28	1566777600000	47.659
R28	1566691200000	47.057
R28	1566604800000	46.28
R28	1566518400000	45.698
R28	1566432000000	45.123
R28	1566345600000	45.493
R28	1566259200000	42.596
R28	1566172800000	40.626
R28	1566086400000	39.552
R28	1566000000000	39.585
R28	1565913600000	42.107
R28	1565827200000	44.27
R28	1565740800000	44.902
R28	1565654400000	48.3
R28	1565568000000	49.685
R28	1565481600000	50.628
R28	1565395200000	49.707
R28	1565308800000	46.452
R28	1565222400000	44.9
R28	1565136000000	42.001
R28	1565049600000	38.91
R28	1564963200000	37.839
R28	1564876800000	34.087
R28	1564790400000	33.363
R28	1564704000000	36.112
R28	1564617600000	38.734
R28	1564531200000	41.815
R28	1564444800000	45.202
R28	1564358400000	47.137
R28	1564272000000	50.41
R28	1564185600000	52.867
R28	1564099200000	52.674
R28	1564012800000	50.022
R28	1563926400000	47.699
R28	1563840000000	43.771
R28	1563753600000	35.886
R28	1563667200000	8.01
R28	1563580800000	0
R28	1563494400000	0
R28	1563408000000	7.32
R28	1563321600000	15.626
R28	1563235200000	25.589
R28	1561852800000	38.961
R28	1561766400000	72.558
R28	1561680000000	91.68
R28	1561593600000	90.782
R28	1561507200000	90.714
R28	1561420800000	90.747
R28	1561334400000	90.579
R28	1561248000000	90.419
R28	1561161600000	90.166
R28	1561075200000	90.697
R28	1560988800000	91.33
R28	1560902400000	90.82
R28	1560816000000	90.437
R28	1560729600000	90.518
R28	1560643200000	90.743
R28	1560556800000	91.305
R28	1560470400000	91.328
R28	1560384000000	91.503
R28	1560297600000	92.295
R28	1560211200000	92.979
R28	1560124800000	93.213
R28	1560038400000	93.319
R28	1559952000000	93.234
R28	1559865600000	93.07
R28	1559779200000	92.07
R28	1559692800000	91.057
R28	1559606400000	90.293
R28	1559520000000	89.635
R28	1559433600000	89.296
R28	1559347200000	89.134
R28	1559260800000	89.271
R28	1559174400000	89.767
R28	1559088000000	90.107
R28	1559001600000	89.506
R28	1558915200000	88.472
R28	1558828800000	87.147
R28	1558742400000	85.938
R28	1558656000000	84.549
R28	1558569600000	83.515
R28	1558483200000	82.465
R28	1558396800000	81.846
R28	1558310400000	80.843
R28	1558224000000	80.312
R28	1558137600000	80.688
R28	1558051200000	81.228
R28	1557964800000	81.816
R28	1557878400000	81.828
R28	1557792000000	82.146
R28	1557705600000	82.723
R28	1557619200000	82.452
R28	1557532800000	81.733
R28	1557446400000	81.785
R28	1557360000000	81.384
R28	1557273600000	82.533
R28	1557187200000	81.986
R28	1557100800000	83.154
R28	1557014400000	84.841
R28	1556928000000	85.728
R28	1556841600000	85.678
R28	1556755200000	85.136
R28	1556668800000	84.194
R28	1556582400000	83.94
R28	1556496000000	82.163
R28	1556409600000	79.578
R28	1556323200000	77.095
R28	1556236800000	75.375
R28	1556150400000	73.979
R28	1556064000000	71.282
R28	1555977600000	68.413
R28	1555891200000	61.341
R28	1555804800000	50.289
R28	1555718400000	40.751
R28	1555632000000	29.111
R28	1555545600000	18.304
R28	1555459200000	9.372
R28	1555372800000	2.58
R28	1555286400000	0
R28	1555200000000	0.16
R28	1555113600000	1.48
R28	1555027200000	5.039
R28	1554940800000	8.043
R28	1554854400000	9.204
R28	1554768000000	12.398
R28	1554681600000	21.272
R28	1554595200000	29.321
R28	1554508800000	35.176
R28	1554422400000	38.879
R28	1554336000000	42.204
R28	1554249600000	47.253
R28	1554163200000	49.263
R28	1554076800000	48.964
R28	1553990400000	50.423
R28	1553904000000	54.045
R28	1553817600000	57.165
R28	1553731200000	60.111
R28	1553644800000	61.682
R28	1553558400000	62.686
R28	1553472000000	63.434
R28	1553385600000	61.08
R28	1553299200000	58.645
R28	1553212800000	57.986
R28	1553126400000	58.021
R28	1553040000000	58.369
R28	1552953600000	58.337
R28	1552867200000	56.354
R28	1552780800000	57.188
R28	1552694400000	57.703
R28	1552608000000	53.32
R28	1552521600000	54.934
R28	1552435200000	54.472
R28	1552348800000	54.03
R28	1552262400000	53.836
R28	1552176000000	53.3
R28	1552089600000	52.763
R5	1562889600000	96.825
R5	1562803200000	96.985
R5	1562716800000	97.127
R5	1562630400000	97.186
R5	1562544000000	97.36
R5	1562457600000	97.275
R5	1562371200000	97.089
R5	1562284800000	96.84
R5	1562198400000	96.649
R5	1562112000000	96.177
R5	1562025600000	95.964
R5	1561939200000	95.915
R5	1561852800000	95.878
R5	1561766400000	96.02
R5	1561680000000	96.246
R5	1561593600000	96.339
R5	1561507200000	96.665
R5	1561420800000	96.869
R5	1561334400000	96.881
R5	1561248000000	97.006
R5	1561161600000	96.95
R5	1561075200000	96.951
R5	1560988800000	96.977
R5	1560902400000	96.929
R5	1560816000000	96.76
R5	1560729600000	96.633
R5	1560643200000	96.512
R5	1560556800000	96.639
R5	1560470400000	96.702
R5	1560384000000	96.744
R5	1560297600000	96.857
R5	1560211200000	97.083
R5	1560124800000	97.238
R5	1560038400000	97.388
R5	1559952000000	97.363
R5	1559865600000	97.294
R5	1559779200000	97.166
R5	1559692800000	97.038
R5	1559606400000	96.943
R5	1559520000000	96.941
R5	1559433600000	96.845
R5	1559347200000	96.664
R5	1559260800000	96.662
R5	1559174400000	96.83
R5	1559088000000	97.047
R5	1559001600000	97.077
R5	1558915200000	97.062
R5	1558828800000	97.014
R5	1558742400000	97.154
R5	1558656000000	97.231
R5	1558569600000	97.169
R5	1558483200000	97.031
R5	1558396800000	97.009
R5	1558310400000	96.976
R5	1558224000000	96.992
R5	1558137600000	96.817
R5	1558051200000	96.675
R5	1557964800000	96.546
R5	1557878400000	96.583
R5	1557792000000	96.497
R5	1557705600000	96.435
R5	1557619200000	96.407
R5	1557532800000	96.527
R5	1557446400000	96.569
R5	1557360000000	96.687
R5	1557273600000	96.681
R5	1557187200000	96.816
R5	1557100800000	97.011
R5	1557014400000	97.198
R5	1556928000000	97.342
R5	1556841600000	97.445
R5	1556755200000	97.393
R5	1556668800000	97.461
R5	1556582400000	97.512
R5	1556496000000	97.451
R5	1556409600000	97.454
R5	1556323200000	97.418
R5	1556236800000	97.477
R5	1556150400000	97.546
R5	1556064000000	97.593
R5	1555977600000	97.559
R5	1555891200000	97.545
R5	1555804800000	97.41
R5	1555718400000	97.168
R5	1555632000000	96.774
R5	1555545600000	96.279
R5	1555459200000	95.528
R5	1555372800000	94.403
R5	1555286400000	93.334
R5	1555200000000	92.048
R5	1555113600000	90.573
R5	1555027200000	88.837
R5	1554940800000	86.724
R5	1554854400000	85.194
R5	1554768000000	84.266
R5	1554681600000	83.045
R5	1554595200000	81.161
R5	1554508800000	78.821
R5	1554422400000	76.531
R5	1554336000000	74.808
R5	1554249600000	73.264
R5	1554163200000	72.12
R5	1554076800000	72
R5	1553990400000	73.402
R5	1553904000000	73.607
R5	1553817600000	74.984
R5	1553731200000	75.285
R5	1553644800000	74.559
R5	1553558400000	74.841
R5	1553472000000	74.046
R5	1553385600000	72.741
R5	1553299200000	72.513
R5	1553212800000	70.054
R5	1553126400000	68.832
R5	1553040000000	67.823
R5	1552953600000	65.157
R5	1552867200000	62.26
R5	1552780800000	60.986
R5	1552694400000	60.708
R5	1552608000000	61.352
R5	1552521600000	62.032
R5	1552435200000	63.264
R5	1552348800000	64.866
R5	1552262400000	67.543
R5	1552176000000	67.602
R5	1552089600000	65.35
R5	1552003200000	61.398
R5	1551916800000	59.404
R5	1551830400000	57.429
R5	1551744000000	54.868
R5	1551657600000	51.714
R5	1551571200000	50.198
R5	1551484800000	51.513
R5	1551398400000	54.964
R5	1551312000000	56.069
R5	1551225600000	57.128
R5	1551139200000	58.604
R5	1551052800000	60.82
R5	1550966400000	61.987
R5	1550880000000	63.052
R5	1550793600000	63.869
R5	1550707200000	63.224
R5	1550620800000	60.567
R5	1550534400000	51.631
R5	1550448000000	42.434
R5	1550361600000	35.025
R5	1550275200000	27.336
R5	1550188800000	14.676
R5	1550102400000	7.861
R5	1550016000000	3.181
R5	1549929600000	4.127
R5	1549843200000	3.282
R5	1549756800000	0
R5	1549670400000	0
R5	1549584000000	0
R5	1549497600000	0
R5	1549411200000	0
R5	1549324800000	0
R5	1549238400000	0
R5	1549152000000	0
R20	1574121600000	0
R20	1574035200000	0
R20	1573948800000	0
R20	1573862400000	0
R20	1573776000000	0
R20	1573689600000	0
R20	1573603200000	0
R20	1573516800000	0
R20	1573430400000	0
R20	1573344000000	0
R20	1573257600000	0
R20	1573171200000	0
R20	1573084800000	0
R20	1572998400000	0
R20	1572912000000	0
R20	1572825600000	0
R20	1572739200000	0
R20	1572652800000	0
R20	1572566400000	0
R20	1572480000000	0
R20	1572393600000	0
R20	1572307200000	0
R20	1572220800000	0
R20	1572134400000	0
R20	1572048000000	0
R20	1571961600000	0
R20	1571875200000	0
R20	1571788800000	0
R20	1571702400000	0
R20	1571616000000	0.018
R20	1571529600000	3.104
R20	1571443200000	4.814
R20	1571356800000	5.951
R20	1571270400000	4.549
R20	1571184000000	4.684
R20	1571097600000	6.671
R20	1571011200000	6.73
R20	1570924800000	5.457
R20	1570838400000	6.165
R20	1570752000000	7.624
R20	1570665600000	11.515
R20	1570579200000	14.79
R20	1570492800000	17.666
R20	1570406400000	21.102
R20	1570320000000	24.235
R20	1570233600000	24.489
R20	1570147200000	26.096
R20	1570060800000	26.963
R20	1569974400000	27.494
R20	1569888000000	27.825
R20	1569801600000	27.845
R20	1569715200000	27.653
R20	1569628800000	30.217
R20	1569542400000	32.547
R20	1569456000000	34.59
R20	1569369600000	37.188
R20	1569283200000	40.096
R20	1569196800000	42.43
R20	1569110400000	44.474
R20	1569024000000	44.933
R20	1568937600000	43.712
R20	1568851200000	42.721
R20	1568764800000	41.442
R20	1568678400000	39.464
R20	1568592000000	38.928
R20	1568505600000	38.883
R20	1568419200000	37.657
R20	1568332800000	38.225
R20	1568246400000	39.612
R20	1568160000000	41.127
R20	1568073600000	42.487
R20	1567987200000	43.649
R20	1567900800000	45.298
R20	1567814400000	48.403
R20	1567728000000	50.066
R20	1567641600000	51.723
R20	1567555200000	53.074
R20	1567468800000	54.626
R20	1567382400000	55.849
R20	1567296000000	56.106
R20	1567209600000	55.872
R20	1567123200000	54.868
R20	1567036800000	53.073
R20	1566950400000	51.471
R20	1566864000000	49.832
R20	1566777600000	48.694
R20	1566691200000	48
R20	1566604800000	47.838
R20	1566518400000	47.924
R20	1566432000000	48.093
R20	1566345600000	48.782
R20	1566259200000	48.31
R20	1566172800000	48.178
R20	1566086400000	48.408
R20	1566000000000	48.797
R20	1565913600000	50.57
R20	1565827200000	53.303
R20	1565740800000	54.148
R20	1565654400000	56.641
R20	1565568000000	57.79
R20	1565481600000	58.748
R20	1565395200000	59.052
R20	1565308800000	57.437
R20	1565222400000	56.172
R20	1565136000000	54.9
R20	1565049600000	53.574
R20	1564963200000	52.772
R20	1564876800000	51.864
R20	1564790400000	51.513
R20	1564704000000	53.066
R20	1564617600000	53.833
R20	1564531200000	55.634
R20	1564444800000	56.719
R20	1564358400000	57.639
R20	1564272000000	57.366
R20	1564185600000	57.152
R20	1564099200000	55.4
R20	1564012800000	52.522
R20	1563926400000	43.269
R20	1563840000000	33.247
R20	1563753600000	22.914
R20	1563667200000	14.283
R20	1563580800000	5.143
R20	1563494400000	0.374
R20	1563408000000	0
R20	1563321600000	0
R20	1563235200000	0
R20	1563148800000	3.644
R20	1563062400000	8.256
R20	1562976000000	12.796
R20	1562889600000	14.137
R20	1562803200000	15.587
R20	1562716800000	15.713
R20	1562630400000	16.721
R20	1562544000000	16.82
R20	1562457600000	18.168
R20	1562371200000	22.826
R20	1562284800000	29.855
R20	1562198400000	38.316
R20	1562112000000	47.892
R20	1562025600000	57.578
R20	1561939200000	65.907
R20	1561852800000	71.871
R20	1561766400000	74.608
R20	1561680000000	74.446
R20	1561593600000	74.161
R20	1561507200000	74.228
R20	1561420800000	74.325
R20	1561334400000	74.575
R20	1561248000000	74.449
R20	1561161600000	74.05
R20	1561075200000	74.115
R20	1560988800000	74.142
R20	1560902400000	72.839
R20	1560816000000	71.039
R20	1560729600000	70.195
R20	1560643200000	70.004
R20	1560556800000	70.613
R20	1560470400000	70.439
R20	1560384000000	70.626
R20	1560297600000	71.454
R20	1560211200000	72.68
R20	1560124800000	74.038
R20	1560038400000	75.037
R20	1559952000000	75.466
R20	1559865600000	76.123
R20	1559779200000	75.927
R20	1559692800000	74.954
R20	1559606400000	73.948
R20	1559520000000	72.49
R20	1559433600000	71.482
R20	1559347200000	71.096
R20	1559260800000	71.143
R20	1559174400000	71.229
R20	1559088000000	72.113
R20	1559001600000	72.386
R20	1558915200000	72.614
R20	1558828800000	72.98
R20	1558742400000	72.945
R20	1558656000000	72.654
R20	1558569600000	72.516
R20	1558483200000	72.495
R20	1558396800000	72.793
R20	1558310400000	72.443
R20	1558224000000	72.136
R20	1558137600000	72.338
R20	1558051200000	72.81
R20	1557964800000	73.304
R20	1557878400000	73.844
R20	1557792000000	74.449
R20	1557705600000	75.034
R20	1557619200000	74.705
R20	1557532800000	74.571
R20	1557446400000	74.942
R20	1557360000000	75.619
R20	1557273600000	76.448
R20	1557187200000	77.956
R20	1557100800000	80.27
R20	1557014400000	82.678
R20	1556928000000	84.751
R20	1556841600000	86.296
R20	1556755200000	87.237
R20	1556668800000	88.091
R20	1556582400000	88.752
R20	1556496000000	89.747
R20	1556409600000	91.201
R20	1556323200000	92.332
R20	1556236800000	93.457
R20	1556150400000	94.917
R20	1556064000000	96.184
R20	1555977600000	96.853
R20	1555891200000	96.846
R20	1555804800000	96.468
R20	1555718400000	96.543
R20	1555632000000	96.169
R20	1555545600000	96.057
R20	1555459200000	96.248
R20	1555372800000	96.561
R20	1555286400000	96.752
R20	1555200000000	97.26
R20	1555113600000	97.238
R20	1555027200000	97.503
R20	1554940800000	97.281
R20	1554854400000	97.101
R20	1554768000000	97.06
R20	1554681600000	96.94
R20	1554595200000	96.868
R20	1554508800000	96.912
R20	1554422400000	97.112
R20	1554336000000	97.453
R20	1554249600000	97.556
R20	1554163200000	97.45
R20	1554076800000	97.518
R20	1553990400000	97.584
R20	1553817600000	97.613
R20	1553731200000	97.692
R20	1553644800000	97.772
