hive	time	value
R11	1566345600000	48.855
R11	1566259200000	47.812
R11	1566172800000	47.097
R11	1566086400000	47.365
R11	1566000000000	48.496
R11	1565913600000	50.74
R11	1565827200000	52.994
R11	1565740800000	53.824
R11	1565654400000	55.987
R11	1565568000000	56.5
R11	1565481600000	56.473
R11	1565395200000	54.715
R11	1565308800000	51.634
R11	1565222400000	49.473
R11	1565136000000	46.237
R11	1565049600000	43.529
R11	1564963200000	42.94
R11	1564876800000	40.268
R11	1564790400000	40.102
R11	1564704000000	43.076
R11	1564617600000	46.089
R11	1564531200000	49.819
R11	1564444800000	54.376
R11	1564358400000	57.667
R11	1564272000000	62.366
R11	1564185600000	65.771
R11	1564099200000	67.123
R11	1564012800000	66.945
R11	1563926400000	65.448
R11	1563840000000	63.312
R11	1563753600000	61.264
R11	1563667200000	61.839
R11	1563580800000	64.317
R11	1563494400000	67.358
R11	1563408000000	71.262
R11	1563321600000	77.094
R11	1563235200000	82.669
R11	1563148800000	87.76
R11	1563062400000	90.446
R11	1562976000000	91.187
R11	1562889600000	91.487
R11	1562803200000	92.089
R11	1562716800000	92.48
R11	1562630400000	93.05
R11	1562544000000	93.204
R11	1562457600000	93.281
R11	1562371200000	93.02
R11	1562284800000	91.687
R11	1562198400000	90.306
R11	1562112000000	88.66
R11	1562025600000	86.338
R11	1561939200000	83.728
R11	1561852800000	80.095
R11	1561766400000	75.789
R11	1561680000000	72.519
R11	1561593600000	69.543
R11	1561507200000	68.007
R11	1561420800000	67.315
R11	1561334400000	67.578
R11	1561248000000	68.154
R11	1561161600000	68.601
R11	1561075200000	70.145
R11	1560988800000	71.248
R11	1560902400000	69.635
R11	1560816000000	68.155
R11	1560729600000	66.696
R11	1560643200000	65.576
R11	1560556800000	65.129
R11	1560470400000	62.928
R11	1560384000000	61.986
R11	1560297600000	62.577
R11	1560211200000	63.153
R11	1560124800000	64.003
R11	1560038400000	64.563
R11	1559952000000	65.207
R11	1559865600000	66.097
R11	1559779200000	65.312
R11	1559692800000	63.787
R11	1559606400000	62.985
R11	1559520000000	61.856
R11	1559433600000	61.644
R11	1559347200000	61.407
R11	1559260800000	61.729
R11	1559174400000	62.362
R11	1559088000000	63.066
R11	1559001600000	62.591
R11	1558915200000	61.772
R11	1558828800000	61.233
R11	1558742400000	61.299
R11	1558656000000	61.119
R11	1558569600000	61.114
R11	1558483200000	61.233
R11	1558396800000	63.158
R11	1558310400000	61.938
R11	1558224000000	62.013
R11	1558137600000	62.086
R11	1558051200000	62.117
R11	1557964800000	62.205
R11	1557878400000	62.293
R7	1574121600000	0
R7	1574035200000	0
R7	1573948800000	0
R7	1573862400000	0
R7	1573776000000	0
R7	1573689600000	0
R7	1573603200000	4.753
R7	1573516800000	10.111
R7	1573430400000	15.927
R7	1573344000000	22.685
R7	1573257600000	27.817
R7	1573171200000	33.236
R7	1573084800000	36.954
R7	1572998400000	40.873
R7	1572912000000	43.432
R7	1572825600000	44.615
R7	1572739200000	45.483
R7	1572652800000	45.902
R7	1572566400000	43.924
R7	1572480000000	42.493
R7	1572393600000	40.382
R7	1572307200000	39.755
R7	1572220800000	39.965
R7	1572134400000	40.125
R7	1572048000000	41.205
R7	1571961600000	42.482
R7	1571875200000	44.427
R7	1571788800000	45.742
R7	1571702400000	46.449
R7	1571616000000	47.962
R7	1571529600000	49.947
R7	1571443200000	50.755
R7	1571356800000	52.599
R7	1571270400000	52.194
R7	1571184000000	52.616
R7	1571097600000	54.039
R7	1571011200000	54.342
R7	1570924800000	53.817
R7	1570838400000	55.024
R7	1570752000000	55.283
R7	1570665600000	57.503
R7	1570579200000	59.676
R7	1570492800000	61.484
R7	1570406400000	63.447
R7	1570320000000	66.032
R7	1570233600000	66.159
R7	1570147200000	68.018
R7	1570060800000	69.179
R7	1569974400000	69.504
R7	1569888000000	69.621
R7	1569801600000	69.679
R7	1569715200000	68.582
R7	1569628800000	69.829
R7	1569542400000	70.873
R7	1569456000000	72.04
R7	1569369600000	74.061
R7	1569283200000	76.037
R7	1569196800000	77.926
R7	1569110400000	80.292
R7	1569024000000	81.105
R7	1568937600000	80.695
R7	1568851200000	79.522
R7	1568764800000	77.843
R7	1568678400000	75.381
R7	1568592000000	73.652
R7	1568505600000	71.185
R7	1568419200000	69.954
R7	1568332800000	66.51
R7	1568246400000	65.608
R7	1568160000000	65.513
R7	1568073600000	65.743
R7	1567987200000	66.763
R7	1567900800000	69.884
R7	1567814400000	72.37
R7	1567728000000	77.051
R7	1567641600000	79.448
R7	1567555200000	80.772
R7	1567468800000	81.856
R7	1567382400000	81.65
R7	1567296000000	80.323
R7	1567209600000	78.525
R7	1567123200000	75.767
R7	1567036800000	73.175
R7	1566950400000	70.931
R7	1566864000000	69.593
R7	1566777600000	68.66
R7	1566691200000	67.679
R7	1566604800000	66.7
R7	1566518400000	66.229
R7	1566432000000	65.728
R7	1566345600000	65.965
R7	1566259200000	64.663
R7	1566172800000	63.925
R7	1566086400000	63.662
R7	1566000000000	63.912
R7	1565913600000	65.427
R7	1565827200000	67.233
R7	1565740800000	68.315
R7	1565654400000	70.207
R7	1565568000000	70.991
R7	1565481600000	71.528
R7	1565395200000	71.046
R7	1565308800000	69.566
R7	1565222400000	68.972
R7	1565136000000	67.594
R7	1565049600000	66.229
R7	1564963200000	66.349
R7	1564876800000	66.148
R7	1564790400000	67.122
R7	1564704000000	69.543
R7	1564617600000	71.636
R7	1564531200000	74.272
R7	1564444800000	77.624
R7	1564358400000	79.884
R7	1564272000000	82.215
R7	1564185600000	84.309
R7	1564099200000	85.576
R7	1564012800000	85.823
R7	1563926400000	86.267
R7	1563840000000	87.128
R7	1563753600000	87.926
R7	1563667200000	89.358
R7	1563580800000	90.366
R7	1563494400000	91.377
R7	1563408000000	92.943
R7	1563321600000	94.333
R7	1563235200000	94.634
R7	1561852800000	95.421
R7	1561766400000	95.535
R7	1561680000000	95.677
R7	1561593600000	95.847
R7	1561507200000	96.394
R7	1561420800000	97.009
R7	1561334400000	97.793
R7	1561248000000	97.921
R7	1561161600000	97.857
R7	1561075200000	97.793
R7	1560988800000	97.822
R7	1560902400000	97.608
R7	1560816000000	97.287
R7	1560729600000	97.05
R7	1560643200000	96.88
R7	1560556800000	96.765
R7	1560470400000	96.615
R7	1560384000000	96.519
R7	1560297600000	96.394
R7	1560211200000	96.469
R7	1560124800000	96.636
R7	1560038400000	96.718
R7	1559952000000	96.827
R7	1559865600000	97.03
R7	1559779200000	96.939
R7	1559692800000	96.95
R7	1559606400000	96.742
R7	1559520000000	96.414
R7	1559433600000	96.112
R7	1559347200000	95.795
R7	1559260800000	95.337
R7	1559174400000	95.06
R7	1559088000000	94.623
R7	1559001600000	94.178
R7	1558915200000	93.633
R7	1558828800000	92.823
R7	1558742400000	92.094
R7	1558656000000	91.433
R7	1558569600000	90.677
R7	1558483200000	89.849
R7	1558396800000	89.161
R7	1558310400000	88.504
R7	1558224000000	88.012
R7	1558137600000	87.935
R7	1558051200000	87.898
R7	1557964800000	87.866
R7	1557878400000	87.803
R7	1557792000000	87.924
R7	1557705600000	87.535
R7	1557619200000	86.998
R7	1557532800000	86.509
R7	1557446400000	86.41
R7	1557360000000	86.484
R7	1557273600000	87.255
R7	1557187200000	87.972
R7	1557100800000	89.234
R7	1557014400000	90.501
R7	1556928000000	90.814
R7	1556841600000	91.087
R7	1556755200000	91.182
R7	1556668800000	90.935
R7	1556582400000	90.782
R7	1556496000000	90.959
R7	1556409600000	91.495
R7	1556323200000	92.409
R7	1556236800000	92.948
R7	1556150400000	93.599
R7	1556064000000	93.99
R7	1555977600000	93.942
R7	1555891200000	93.584
R7	1555804800000	92.952
R7	1555718400000	91.881
R7	1555632000000	90.618
R7	1555545600000	89.427
R7	1555459200000	88.361
R7	1555372800000	87.62
R7	1555286400000	86.804
R7	1555200000000	86.224
R7	1555113600000	85.914
R7	1555027200000	86.057
R7	1554940800000	85.658
R7	1554854400000	85.367
R7	1554768000000	85.275
R7	1554681600000	85.754
R7	1554595200000	86.431
R7	1554508800000	86.997
R7	1554422400000	87.305
R7	1554336000000	88.031
R7	1554249600000	88.621
R7	1554163200000	88.568
R7	1554076800000	87.799
R7	1553990400000	86.847
R7	1553904000000	85.897
R7	1553817600000	84.519
R7	1553731200000	81.866
R7	1553644800000	79.271
R7	1553558400000	76.838
R7	1553472000000	75.388
R7	1553385600000	73.133
R7	1553299200000	71.776
R7	1553212800000	69.723
R7	1553126400000	69.305
R7	1553040000000	68.45
R7	1552953600000	67.535
R7	1552867200000	60.359
R7	1552780800000	62.125
R7	1552694400000	60.682
R7	1552608000000	59.305
R7	1552521600000	58.7
R7	1552435200000	57.026
R7	1552348800000	55.352
R15	1574121600000	0
R15	1574035200000	0
R15	1573948800000	0
R15	1573862400000	0
R15	1573776000000	0
R15	1573689600000	0
R15	1573603200000	0
R15	1573516800000	0
R15	1573430400000	0
R15	1573344000000	0
R15	1573257600000	0
R15	1573171200000	0
R15	1573084800000	0
R15	1572998400000	0
R15	1572912000000	0
R15	1572825600000	0
R15	1572739200000	0
R15	1572652800000	0
R15	1572566400000	0
R15	1572480000000	0
R15	1572393600000	0
R15	1572307200000	0
R15	1572220800000	0
R15	1572134400000	0
R15	1572048000000	0
R15	1571961600000	0
R15	1571875200000	0
R15	1571788800000	0.287
R15	1571702400000	0.761
R15	1571616000000	3.381
R15	1571529600000	5.668
R15	1571443200000	5.627
R15	1571356800000	7.466
R15	1571270400000	5.615
R15	1571184000000	6.796
R15	1571097600000	10.066
R15	1571011200000	9.213
R15	1570924800000	8.523
R15	1570838400000	11.577
R15	1570752000000	12.209
R15	1570665600000	15.928
R15	1570579200000	17.975
R15	1570492800000	19.028
R15	1570406400000	21.516
R15	1570320000000	22.826
R15	1570233600000	20.769
R15	1570147200000	21.713
R15	1570060800000	22.468
R15	1569974400000	23.685
R15	1569888000000	24.731
R15	1569801600000	25.938
R15	1569715200000	28.534
R15	1569628800000	34.315
R15	1569542400000	38.196
R15	1569456000000	41.638
R15	1569369600000	46.089
R15	1569283200000	49.365
R15	1569196800000	52.548
R15	1569110400000	54.946
R15	1569024000000	54.966
R15	1568937600000	54.442
R15	1568851200000	53.578
R15	1568764800000	51.857
R15	1568678400000	50.212
R15	1568592000000	49.42
R15	1568505600000	48.198
R15	1568419200000	48.025
R15	1568332800000	46.327
R15	1568246400000	46.094
R15	1568160000000	46.095
R15	1568073600000	45.44
R15	1567987200000	44.7
R15	1567900800000	44.854
R15	1567814400000	44.618
R15	1567728000000	45.859
R15	1567641600000	46.906
R15	1567555200000	48.062
R15	1567468800000	50.159
R15	1567382400000	52.184
R15	1567296000000	53.292
R15	1567209600000	53.931
R15	1567123200000	53.747
R15	1567036800000	52.603
R15	1566950400000	51.256
R15	1566864000000	50.09
R15	1566777600000	49.946
R15	1566691200000	50.536
R15	1566604800000	51.015
R15	1566518400000	51.774
R15	1566432000000	52.498
R15	1566345600000	53.79
R15	1566259200000	53.285
R15	1566172800000	52.919
R15	1566086400000	53.16
R15	1566000000000	54.066
R15	1565913600000	56.464
R15	1565827200000	58.798
R15	1565740800000	60.011
R15	1565654400000	62.643
R15	1565568000000	63.333
R15	1565481600000	63.908
R15	1565395200000	63.119
R15	1565308800000	61.271
R15	1565222400000	60.348
R15	1565136000000	58.954
R15	1565049600000	57.59
R15	1564963200000	57.448
R15	1564876800000	55.847
R15	1564790400000	55.696
R15	1564704000000	57.787
R15	1564617600000	59.986
R15	1564531200000	62.84
R15	1564444800000	65.904
R15	1564358400000	68.485
R15	1564272000000	71.174
R15	1564185600000	73.577
R15	1564099200000	74.355
R15	1564012800000	73.812
R15	1563926400000	74.063
R15	1563840000000	74.832
R15	1563753600000	75.99
R15	1563667200000	79.07
R15	1563580800000	81.553
R15	1563494400000	83.853
R15	1563408000000	87.162
R15	1563321600000	89.579
R15	1563235200000	90.981
R15	1561420800000	91.964
R15	1558915200000	91.675
R15	1558828800000	91.569
R15	1558742400000	91.732
R15	1558656000000	91.599
R15	1558569600000	91.617
R15	1558483200000	91.817
R15	1558396800000	91.517
R15	1558310400000	91.067
R15	1558224000000	90.419
R15	1558137600000	89.965
R15	1558051200000	89.709
R15	1557964800000	89.65
R15	1557878400000	88.861
R15	1557792000000	88.379
R15	1557705600000	87.075
R15	1557619200000	85.336
R15	1557532800000	83.74
R15	1557446400000	82.37
R15	1557360000000	81.349
R15	1557273600000	80.724
R15	1557187200000	79.872
R15	1557100800000	79.085
R15	1557014400000	78.474
R15	1556928000000	74.611
R15	1556841600000	71.889
R15	1556755200000	68.086
R15	1556668800000	64.829
R15	1556582400000	61.006
R15	1556496000000	58.644
R15	1556409600000	57.52
R15	1556323200000	57.841
R15	1556236800000	57.099
R15	1556150400000	57.748
R15	1556064000000	58.259
R15	1555977600000	58.492
R15	1555891200000	57.843
R15	1555804800000	56.209
R15	1555718400000	55.603
R15	1555632000000	53.48
R15	1555545600000	51.899
R15	1555459200000	49.551
R15	1555372800000	47.211
R15	1555286400000	45.7
R15	1555200000000	45.75
R15	1555113600000	45.084
R15	1555027200000	44.713
R15	1554940800000	41.914
R15	1554854400000	41.521
R15	1554768000000	43.142
R15	1554681600000	44.804
R15	1554595200000	44.82
R15	1554508800000	43.287
R15	1554422400000	41.765
R15	1554336000000	40.766
R15	1554249600000	38.519
R15	1554163200000	35.429
R15	1554076800000	32.915
R15	1553990400000	32.512
R15	1553904000000	34.05
R15	1553817600000	30.934
R15	1553731200000	27.298
R15	1553644800000	23.33
R15	1553558400000	19.68
R15	1553472000000	16.02
R15	1553385600000	9.39
R15	1553299200000	5.02
R15	1553212800000	5.896
R15	1553126400000	8.525
R15	1553040000000	12.448
R15	1552953600000	17.741
R15	1552867200000	18.733
R15	1552780800000	24.898
R15	1552694400000	25.386
R15	1552608000000	25.102
R15	1552521600000	24.849
R15	1552435200000	22.334
R15	1552348800000	17.885
R15	1552262400000	16.595
R15	1552176000000	11.744
R15	1552089600000	10.262
R15	1552003200000	12.311
R15	1551916800000	12.127
R15	1551830400000	15.216
R15	1551744000000	17.715
R15	1551657600000	19.428
R15	1551571200000	20.296
R15	1551484800000	21.934
R15	1551398400000	21.623
R15	1551312000000	22.88
R15	1551225600000	21.339
R15	1551139200000	21.563
R15	1551052800000	24.806
R15	1550966400000	27.208
R15	1550880000000	29.634
R15	1550793600000	26.343
R15	1550707200000	23.344
R15	1550620800000	19.99
R15	1550534400000	15.702
R15	1550448000000	10.862
R15	1550361600000	7.576
R15	1550275200000	5.391
R15	1550188800000	2.753
R15	1550102400000	0
R15	1549929600000	0
R15	1549843200000	0
R15	1549756800000	0
R15	1549670400000	0
R15	1548460800000	0
R15	1548374400000	0
R15	1548288000000	0
R15	1548201600000	0
R15	1548115200000	0
R15	1548028800000	0
R15	1547942400000	0
R15	1547856000000	0
R15	1547769600000	0
R15	1547683200000	0
R15	1547596800000	0
R15	1547510400000	0
R15	1547424000000	0
R15	1547337600000	0
R15	1547251200000	0
R15	1547164800000	0
R15	1547078400000	0
R15	1546992000000	0
R15	1546905600000	0
R15	1546819200000	0
R15	1546732800000	0
R15	1546646400000	0
R15	1546560000000	0
R15	1546473600000	0
R15	1546387200000	5.645
R15	1546300800000	17.872
R15	1546214400000	29.339
R15	1546128000000	37.797
R15	1546041600000	43.208
R15	1545955200000	35.446
R15	1545868800000	25.323
R15	1545782400000	14.487
R15	1545696000000	0.133
R15	1545609600000	0
R15	1545523200000	0
R15	1545436800000	0
R15	1545350400000	0
R15	1545264000000	0
R15	1545177600000	0
R15	1545091200000	0
R15	1545004800000	0
R15	1544918400000	0
R15	1544832000000	0
R15	1544745600000	0
R15	1544659200000	0
R15	1544572800000	0
R15	1544486400000	0
R15	1544400000000	0
R15	1544313600000	0
R15	1544227200000	0
R15	1544140800000	0
R15	1544054400000	0
R15	1543968000000	0
R15	1543881600000	0
R15	1543795200000	0
R15	1543708800000	0
R15	1543622400000	0
R15	1543536000000	0
R15	1543449600000	0
R15	1543363200000	0
R15	1543276800000	0
R15	1543190400000	0
R15	1543104000000	0
R15	1543017600000	0
R15	1542931200000	0
R15	1542844800000	0
R15	1542758400000	0
R15	1542672000000	0
R15	1542585600000	0
R15	1542499200000	0
R15	1542412800000	0
R15	1542326400000	0
R15	1542240000000	0
R15	1542153600000	0
R15	1542067200000	0
R15	1541980800000	0
R15	1541894400000	0
R15	1541808000000	0
R15	1541721600000	0
R15	1541635200000	0
R15	1541548800000	0
R15	1541462400000	0
R15	1541376000000	0
R15	1541289600000	0
R15	1541203200000	0
R15	1541116800000	1.961
R15	1541030400000	5.689
R15	1540944000000	8.621
R15	1540857600000	11.912
R15	1540771200000	17.58
R15	1540684800000	22.103
R15	1540598400000	25.607
R15	1540512000000	28.241
R15	1540425600000	29.216
R15	1540339200000	31.159
R15	1540252800000	33.205
R15	1540166400000	34.617
R15	1540080000000	35.84
R15	1539993600000	38.268
R15	1539907200000	40.135
R15	1539820800000	43.097
R15	1539734400000	45.945
R15	1539648000000	49.418
R15	1539561600000	51.851
R15	1539475200000	53.327
R15	1539388800000	53.295
R15	1539302400000	52.29
R15	1539216000000	56.91
R15	1539129600000	58.513
R15	1539043200000	60.043
R15	1538956800000	60.714
R15	1538870400000	62.574
R15	1538784000000	64.434
R28	1574121600000	0
R28	1574035200000	0
R28	1573948800000	0
R28	1573862400000	0
R28	1573776000000	0
R28	1573689600000	0
R28	1573603200000	0
R28	1573516800000	0
R28	1573430400000	1.434
R28	1573344000000	5.174
R28	1573257600000	8.008
R28	1573171200000	11.114
R28	1573084800000	13.743
R28	1572998400000	16.154
R28	1572912000000	17.189
R28	1572825600000	17.645
R28	1572739200000	18.474
R28	1572652800000	18.098
R28	1572566400000	16.233
R28	1572480000000	15.38
R28	1572393600000	15.351
R28	1572307200000	16.542
R28	1572220800000	17.723
R28	1572134400000	18.306
R28	1572048000000	20.657
R28	1571961600000	23.03
R28	1571875200000	25.652
R28	1571788800000	26.151
R28	1571702400000	25.765
R28	1571616000000	27.039
R28	1571529600000	27.964
R28	1571443200000	26.734
R28	1571356800000	27.184
R28	1571270400000	24.725
R28	1571184000000	24.037
R28	1571097600000	25.634
R28	1571011200000	24.346
R28	1570924800000	23.635
R28	1570838400000	26.299
R28	1570752000000	26.952
R28	1570665600000	30.055
R28	1570579200000	31.705
R28	1570492800000	32.525
R28	1570406400000	34.952
R28	1570320000000	36.439
R28	1570233600000	34.898
R28	1570147200000	35.866
R28	1570060800000	36.333
R28	1569974400000	37.374
R28	1569888000000	38.342
R28	1569801600000	38.726
R28	1569715200000	39.479
R28	1569628800000	43.36
R28	1569542400000	45.648
R28	1569456000000	47.769
R28	1569369600000	45.539
R28	1569283200000	36.751
R28	1569196800000	8.785
R28	1569110400000	0
R28	1569024000000	0
R28	1563408000000	0
R28	1563321600000	0
R28	1563235200000	0
R28	1561852800000	0
R28	1561766400000	0
R28	1561680000000	0
R28	1561593600000	19.711
R28	1561507200000	50.591
R28	1561420800000	76.906
R28	1561334400000	96.973
R28	1561248000000	96.973
R28	1561161600000	97.018
R28	1561075200000	97.029
R28	1560988800000	97.077
R28	1560902400000	96.987
R28	1560816000000	96.837
R28	1560729600000	96.794
R28	1560643200000	96.804
R28	1560556800000	96.909
R28	1560470400000	96.917
R28	1560384000000	96.88
R28	1560297600000	96.856
R28	1560211200000	96.93
R28	1560124800000	96.979
R28	1560038400000	96.966
R28	1559952000000	96.725
R28	1559865600000	96.591
R28	1559779200000	96.676
R28	1559692800000	96.758
R28	1559606400000	96.695
R28	1559520000000	96.788
R28	1559433600000	96.767
R28	1559347200000	96.865
R28	1559260800000	96.931
R28	1559174400000	96.871
R28	1559088000000	96.91
R28	1559001600000	97.082
R28	1558915200000	97.036
R28	1558828800000	96.985
R28	1558742400000	97.025
R28	1558656000000	97.057
R28	1558569600000	97.081
R28	1558483200000	97.121
R28	1558396800000	97.141
R28	1558310400000	97.246
R28	1558224000000	97.355
R28	1558137600000	97.399
R28	1558051200000	97.495
R28	1557964800000	97.554
R28	1557878400000	97.448
R28	1557792000000	97.448
R28	1557705600000	97.358
R28	1557619200000	97.209
R28	1557532800000	97.152
R28	1557446400000	97.038
R28	1557360000000	96.986
R28	1557273600000	97.123
R28	1557187200000	97.148
R28	1557100800000	97.137
R28	1557014400000	97.144
R28	1556928000000	96.886
R28	1556841600000	96.556
R28	1556755200000	96.174
R28	1556668800000	95.757
R28	1556582400000	95.509
R28	1556496000000	95.453
R28	1556409600000	95.431
R28	1556323200000	95.533
R28	1556236800000	95.794
R28	1556150400000	95.983
R28	1556064000000	96.031
R28	1555977600000	95.823
R28	1555891200000	95.392
R28	1555804800000	94.938
R28	1555718400000	94.29
R28	1555632000000	93.384
R28	1555545600000	92.367
R28	1555459200000	91.11
R28	1555372800000	90.078
R28	1555286400000	88.859
R28	1555200000000	87.491
R28	1555113600000	86.217
R28	1555027200000	84.955
R28	1554940800000	83.066
R28	1554854400000	80.12
R28	1554768000000	77.586
R28	1554681600000	77.156
R28	1554595200000	77.697
R28	1554508800000	78.019
R28	1554422400000	78.795
R28	1554336000000	79.892
R28	1554249600000	82.56
R28	1554163200000	84.288
R28	1554076800000	83.994
R28	1553990400000	83.13
R28	1553904000000	82.715
R28	1553817600000	79.575
R28	1553731200000	82.77
R28	1553644800000	82.908
R28	1553558400000	83.04
R28	1553472000000	83.099
R28	1553385600000	83.259
R28	1553299200000	83.42
R28	1574121600000	0
R28	1574035200000	0
R28	1573948800000	0
R28	1573862400000	0
R28	1573776000000	0
R28	1573689600000	0
R28	1573603200000	0
R28	1573516800000	0
R28	1573430400000	0
R28	1573344000000	0
R28	1573257600000	1.742
R28	1573171200000	8.797
R28	1573084800000	16.066
R28	1572998400000	23.099
R28	1572912000000	29.469
R28	1572825600000	34.252
R28	1572739200000	36.545
R28	1572652800000	39.126
R28	1572566400000	41.169
R28	1572480000000	43.35
R28	1572393600000	45.499
R28	1572220800000	47.52
R28	1571702400000	50.861
R28	1571616000000	56.626
R28	1571529600000	62.732
R28	1571097600000	68.26
R28	1571011200000	73.614
R28	1570924800000	77.646
R28	1570752000000	81.083
R28	1570233600000	83.359
R28	1570147200000	82.363
R28	1569110400000	80.401
R28	1569024000000	77.652
R28	1568851200000	74.839
R28	1568764800000	73.984
R28	1568246400000	74.949
R28	1568160000000	76.909
R28	1568073600000	80.736
R28	1567987200000	84.496
R28	1567814400000	88.377
R28	1567728000000	91.346
R28	1567641600000	92.441
R28	1567555200000	91.937
R28	1567468800000	90.911
R28	1567382400000	89.465
R28	1567296000000	87.648
R28	1567209600000	85.675
R28	1567123200000	83.314
R28	1567036800000	80.785
R28	1566950400000	78.378
R28	1566864000000	76.52
R28	1566777600000	75.331
R28	1566691200000	74.473
R28	1566604800000	73.743
R28	1566518400000	72.696
R28	1566432000000	71.837
R28	1566345600000	71.662
R28	1566259200000	70.033
R28	1566172800000	69.159
R28	1566086400000	68.919
R28	1566000000000	69.07
R28	1565913600000	70.582
R28	1565827200000	72.026
R28	1565740800000	72.525
R28	1565654400000	74.261
R28	1565568000000	74.773
R28	1565481600000	74.427
R28	1565395200000	73.352
R28	1565308800000	71.107
R28	1565222400000	70.063
R28	1565136000000	68.44
R28	1565049600000	67.045
R28	1564963200000	66.731
R28	1564876800000	66.215
R28	1564790400000	66.941
R28	1564704000000	69.403
R28	1564617600000	71.304
R28	1564531200000	73.921
R28	1564444800000	76.879
R28	1564358400000	79.035
R28	1564272000000	80.988
R28	1564185600000	81.773
R28	1564099200000	81.481
R28	1564012800000	80.579
R28	1563926400000	79.498
R28	1563840000000	79.767
R28	1563753600000	79.808
R28	1563667200000	80.764
R28	1563580800000	81.849
R28	1563494400000	83.501
R28	1563408000000	85.404
R28	1563321600000	87.702
R28	1563235200000	88.079
R28	1563148800000	88.497
R28	1563062400000	88.199
R28	1562976000000	87.954
R28	1562889600000	86.883
R28	1562803200000	86.028
R28	1562716800000	85.121
R28	1562630400000	84.591
R28	1562544000000	84.191
R28	1562457600000	84.28
R28	1562371200000	84.542
R28	1562284800000	85.02
R28	1562198400000	85.333
R28	1562112000000	85.553
R28	1562025600000	86.044
R28	1561939200000	86.643
R28	1561852800000	87.162
R28	1561766400000	87.772
R28	1561680000000	88.688
R28	1561593600000	89.678
R28	1561507200000	90.851
R28	1561420800000	91.394
R28	1561334400000	91.708
R28	1561248000000	91.962
R28	1561161600000	92.14
R28	1561075200000	92.147
R28	1560988800000	92.107
R28	1560902400000	92.151
R28	1560816000000	92.212
R28	1560729600000	92.307
R28	1560643200000	92.299
R28	1560556800000	92.318
R28	1560470400000	92.418
R28	1560384000000	92.445
R28	1560297600000	92.527
R28	1560211200000	92.599
R28	1560124800000	92.471
R28	1560038400000	92.498
R28	1559952000000	92.241
R28	1559865600000	91.785
R28	1559779200000	91.537
R28	1559692800000	90.963
R28	1559606400000	90.581
R28	1559520000000	90.343
R28	1559433600000	90.06
R28	1559347200000	90.045
R28	1559260800000	90.214
R28	1559174400000	90.243
R28	1559088000000	90.569
R28	1559001600000	90.657
R28	1558915200000	90.697
R28	1558828800000	90.747
R28	1558742400000	90.696
R28	1558656000000	90.629
R28	1558569600000	90.558
R28	1558483200000	90.192
R28	1558396800000	89.69
R28	1558310400000	89.194
R28	1558224000000	88.61
R28	1558137600000	87.922
R28	1558051200000	87.055
R28	1557964800000	86.532
R28	1557878400000	86.067
R28	1557792000000	86.042
R28	1557705600000	86.092
R28	1557619200000	86.433
R28	1557532800000	86.745
R28	1557446400000	87.167
R28	1557360000000	86.694
R28	1557273600000	86.31
R28	1557187200000	85.637
R28	1557100800000	85.251
R28	1557014400000	84.943
R28	1556928000000	84.954
R28	1556841600000	85.201
R28	1556755200000	86.017
R28	1556668800000	86.559
R28	1556582400000	87.205
R28	1556496000000	87.598
R28	1556409600000	87.444
R28	1556323200000	87.197
R28	1556236800000	86.247
R28	1556150400000	85.378
R28	1556064000000	84.42
R28	1555977600000	84.083
R28	1555891200000	83.853
R28	1555804800000	84.548
R28	1555718400000	85.57
R28	1555632000000	86.932
R28	1555545600000	88.192
R28	1555459200000	89.618
R28	1555372800000	90.406
R28	1555286400000	90.93
R28	1555200000000	90.699
R28	1555113600000	90.289
R28	1555027200000	89.974
R28	1554940800000	89.541
R28	1554854400000	88.928
R28	1554768000000	88.328
R28	1554681600000	87.934
R28	1554595200000	87.704
R28	1554508800000	85.883
R28	1554422400000	86.013
R28	1554336000000	85.496
R28	1554249600000	85.004
R28	1554163200000	84.787
R28	1554076800000	84.188
R28	1553990400000	83.589
R28	1574121600000	0
R28	1574035200000	0
R28	1573948800000	0
R28	1573862400000	0
R28	1573776000000	0
R28	1573689600000	0
R28	1573603200000	0
R28	1573516800000	0
R28	1573430400000	0
R28	1573344000000	0
R28	1573257600000	0
R28	1573171200000	0
R28	1573084800000	0
R28	1572998400000	0
R28	1572912000000	0
R28	1572825600000	0
R28	1572739200000	0
R28	1572652800000	0
R28	1572566400000	0
R28	1572480000000	0
R28	1572393600000	0
R28	1572307200000	0
R28	1572220800000	0
R28	1572134400000	0
R28	1572048000000	0
R28	1571961600000	0
R28	1571875200000	0
R28	1571788800000	0
R28	1571702400000	0
R28	1571616000000	1.661
R28	1571529600000	4.912
R28	1571443200000	5.673
R28	1571356800000	7.379
R28	1571270400000	5.671
R28	1571184000000	6.06
R28	1571097600000	9.817
R28	1571011200000	9.053
R28	1570924800000	7.784
R28	1570838400000	8.934
R28	1570752000000	9.079
R28	1570665600000	11.949
R28	1570579200000	13.881
R28	1570492800000	14.974
R28	1570406400000	17.911
R28	1570320000000	20.879
R28	1570233600000	20.351
R28	1570147200000	22.491
R28	1570060800000	23.954
R28	1569974400000	25.475
R28	1569888000000	26.49
R28	1569801600000	26.846
R28	1569715200000	27.297
R28	1569628800000	31.769
R28	1569542400000	35.507
